title,rating,votes,language,release_date,runtime,budget,revenue,genres,type,number_of_seasons,number_of_episodes
Agatha Christie's Poirot,8.156,500,en,1989-01-08,50.0,,,Mystery,tv,13.0,70.0
Byker Grove,5.5,11,en,1989-11-08,25.0,,,Family,tv,18.0,322.0
Byker Grove,5.5,11,en,1989-11-08,25.0,,,Drama,tv,18.0,322.0
Byker Grove,5.5,11,en,1989-11-08,25.0,,,Comedy,tv,18.0,322.0
O Sexo dos Anjos,6.0,3,pt,1989-09-25,,,,Soap,tv,1.0,142.0
O Sexo dos Anjos,6.0,3,pt,1989-09-25,,,,Comedy,tv,1.0,142.0
Our People,8.1,19,tr,1989-01-07,60.0,,,Family,tv,15.0,459.0
Our People,8.1,19,tr,1989-01-07,60.0,,,Comedy,tv,15.0,459.0
Media Watch,5.4,4,en,1989-05-08,15.0,,,News,tv,17.0,595.0
Media Watch,5.4,4,en,1989-05-08,15.0,,,Documentary,tv,17.0,595.0
Quantum Leap,8.031,719,en,1989-03-26,48.0,,,Sci-Fi & Fantasy,tv,5.0,97.0
Quantum Leap,8.031,719,en,1989-03-26,48.0,,,Action & Adventure,tv,5.0,97.0
Quantum Leap,8.031,719,en,1989-03-26,48.0,,,Drama,tv,5.0,97.0
Birds of a Feather,6.1,22,en,1989-10-16,30.0,,,Comedy,tv,12.0,127.0
Birds of a Feather,6.1,22,en,1989-10-16,30.0,,,Drama,tv,12.0,127.0
Family Matters,6.756,308,en,1989-09-22,30.0,,,Comedy,tv,9.0,215.0
Family Matters,6.756,308,en,1989-09-22,30.0,,,Family,tv,9.0,215.0
Baywatch,5.952,498,en,1989-04-23,42.0,,,Action & Adventure,tv,11.0,242.0
Baywatch,5.952,498,en,1989-04-23,42.0,,,Drama,tv,11.0,242.0
Baywatch,5.952,498,en,1989-04-23,42.0,,,Crime,tv,11.0,242.0
America's Funniest Home Videos,6.6,50,en,1989-11-26,,,,Comedy,tv,35.0,798.0
America's Funniest Home Videos,6.6,50,en,1989-11-26,,,,Talk,tv,35.0,798.0
America's Funniest Home Videos,6.6,50,en,1989-11-26,,,,Reality,tv,35.0,798.0
Tieta,8.4,15,pt,1989-08-14,,,,Soap,tv,1.0,197.0
Tieta,8.4,15,pt,1989-08-14,,,,Drama,tv,1.0,197.0
Tieta,8.4,15,pt,1989-08-14,,,,Comedy,tv,1.0,197.0
E.N.G.,6.2,3,en,1989-10-31,60.0,,,Drama,tv,5.0,96.0
Chip 'n' Dale Rescue Rangers,7.544,513,en,1989-03-04,22.0,,,Animation,tv,3.0,65.0
Chip 'n' Dale Rescue Rangers,7.544,513,en,1989-03-04,22.0,,,Comedy,tv,3.0,65.0
Chip 'n' Dale Rescue Rangers,7.544,513,en,1989-03-04,22.0,,,Kids,tv,3.0,65.0
Chip 'n' Dale Rescue Rangers,7.544,513,en,1989-03-04,22.0,,,Family,tv,3.0,65.0
Coach,6.764,55,en,1989-02-28,24.0,,,Comedy,tv,9.0,200.0
Fair City,4.1,8,en,1989-09-18,25.0,,,Drama,tv,9.0,210.0
Mystery Science Theater 3000,7.686,212,en,1989-11-25,92.0,,,Comedy,tv,10.0,176.0
Mystery Science Theater 3000,7.686,212,en,1989-11-25,92.0,,,Sci-Fi & Fantasy,tv,10.0,176.0
Bordertown,6.5,8,en,1989-01-07,30.0,,,Western,tv,3.0,78.0
Bordertown,6.5,8,en,1989-01-07,30.0,,,Drama,tv,3.0,78.0
Beetlejuice,7.677,184,en,1989-09-09,22.0,,,Animation,tv,4.0,109.0
Beetlejuice,7.677,184,en,1989-09-09,22.0,,,Sci-Fi & Fantasy,tv,4.0,109.0
Beetlejuice,7.677,184,en,1989-09-09,22.0,,,Comedy,tv,4.0,109.0
Geld oder Liebe,0.0,0,de,1989-09-28,,,,Reality,tv,1.0,89.0
Blue Blink,10.0,1,ja,1989-04-07,30.0,,,Action & Adventure,tv,1.0,39.0
Major Dad,6.609,23,en,1989-09-17,30.0,,,Comedy,tv,4.0,96.0
Major Dad,6.609,23,en,1989-09-17,30.0,,,Family,tv,4.0,96.0
Seishun kazoku,0.0,0,ja,1989-04-03,15.0,,,,tv,1.0,156.0
Pif et Hercule,8.625,4,fr,1989-10-09,13.0,,,Animation,tv,1.0,130.0
Pif et Hercule,8.625,4,fr,1989-10-09,13.0,,,Family,tv,1.0,130.0
Pif et Hercule,8.625,4,fr,1989-10-09,13.0,,,Kids,tv,1.0,130.0
桃太郎伝説,0.0,0,ja,1989-10-02,25.0,,,Animation,tv,1.0,51.0
Tales from the Crypt,7.954,916,en,1989-06-10,25.0,,,Comedy,tv,7.0,81.0
Tales from the Crypt,7.954,916,en,1989-06-10,25.0,,,Mystery,tv,7.0,81.0
Tales from the Crypt,7.954,916,en,1989-06-10,25.0,,,Crime,tv,7.0,81.0
Tales from the Crypt,7.954,916,en,1989-06-10,25.0,,,Sci-Fi & Fantasy,tv,7.0,81.0
Street Cents,0.0,0,en,1989-03-18,30.0,,,Comedy,tv,17.0,85.0
Sally the Witch 2,0.0,0,ja,1989-10-09,25.0,,,Animation,tv,1.0,88.0
Sally the Witch 2,0.0,0,ja,1989-10-09,25.0,,,Sci-Fi & Fantasy,tv,1.0,88.0
Dragon Quest: Legend of the Hero Abel,5.8,4,ja,1989-12-02,24.0,,,Animation,tv,1.0,43.0
Dragon Quest: Legend of the Hero Abel,5.8,4,ja,1989-12-02,24.0,,,Action & Adventure,tv,1.0,43.0
Dragon Quest: Legend of the Hero Abel,5.8,4,ja,1989-12-02,24.0,,,Comedy,tv,1.0,43.0
Dragon Quest: Legend of the Hero Abel,5.8,4,ja,1989-12-02,24.0,,,Sci-Fi & Fantasy,tv,1.0,43.0
Blauer Panther,0.0,0,de,1989-01-01,,,,News,tv,1.0,31.0
Mike and Angelo,6.0,3,en,1989-03-16,25.0,,,Comedy,tv,12.0,123.0
Mike and Angelo,6.0,3,en,1989-03-16,25.0,,,Family,tv,12.0,123.0
Mike and Angelo,6.0,3,en,1989-03-16,25.0,,,Sci-Fi & Fantasy,tv,12.0,123.0
The Famous Teddy Z,7.2,6,en,1989-09-18,30.0,,,Comedy,tv,1.0,20.0
Shurato,7.8,12,ja,1989-04-06,24.0,,,Sci-Fi & Fantasy,tv,1.0,38.0
Shurato,7.8,12,ja,1989-04-06,24.0,,,Animation,tv,1.0,38.0
Shurato,7.8,12,ja,1989-04-06,24.0,,,Action & Adventure,tv,1.0,38.0
The Super Mario Bros. Super Show!,6.952,83,en,1989-09-04,30.0,,,Animation,tv,1.0,65.0
The Super Mario Bros. Super Show!,6.952,83,en,1989-09-04,30.0,,,Sci-Fi & Fantasy,tv,1.0,65.0
The Super Mario Bros. Super Show!,6.952,83,en,1989-09-04,30.0,,,Comedy,tv,1.0,65.0
The Super Mario Bros. Super Show!,6.952,83,en,1989-09-04,30.0,,,Kids,tv,1.0,65.0
Madö King Granzört,8.5,11,ja,1989-04-07,24.0,,,Animation,tv,1.0,41.0
Madö King Granzört,8.5,11,ja,1989-04-07,24.0,,,Comedy,tv,1.0,41.0
Madö King Granzört,8.5,11,ja,1989-04-07,24.0,,,Action & Adventure,tv,1.0,41.0
Life Goes On,6.385,26,en,1989-09-12,60.0,,,Drama,tv,4.0,83.0
Life Goes On,6.385,26,en,1989-09-12,60.0,,,Family,tv,4.0,83.0
The Paradise Club,5.8,4,en,1989-09-19,60.0,,,Drama,tv,2.0,20.0
The Paradise Club,5.8,4,en,1989-09-19,60.0,,,Crime,tv,2.0,20.0
Prisoners of Gravity,5.7,6,en,1989-08-21,30.0,,,Documentary,tv,5.0,114.0
The Staggering Stories of Ferdinand de Bargos,6.0,1,en,1989-11-16,20.0,,,Comedy,tv,4.0,23.0
A.B.C.D. Nuls,0.0,0,fr,1989-08-28,5.0,,,Comedy,tv,1.0,54.0
Kousoku Sentai Turboranger,10.0,4,ja,1989-02-25,20.0,,,Sci-Fi & Fantasy,tv,1.0,51.0
Kousoku Sentai Turboranger,10.0,4,ja,1989-02-25,20.0,,,Action & Adventure,tv,1.0,51.0
Top Model,7.0,11,pt,1989-09-18,,,,Soap,tv,1.0,197.0
Top Model,7.0,11,pt,1989-09-18,,,,Drama,tv,1.0,197.0
Wakko no kin medaru,0.0,0,ja,1989-10-02,15.0,,,Drama,tv,1.0,151.0
Carrusel,7.681,72,es,1989-01-19,22.0,,,Comedy,tv,1.0,179.0
Carrusel,7.681,72,es,1989-01-19,22.0,,,Drama,tv,1.0,179.0
Carrusel,7.681,72,es,1989-01-19,22.0,,,Family,tv,1.0,179.0
Carrusel,7.681,72,es,1989-01-19,22.0,,,Kids,tv,1.0,179.0
Carrusel,7.681,72,es,1989-01-19,22.0,,,Soap,tv,1.0,179.0
Bodger and Badger,6.2,5,en,1989-09-13,15.0,,,Comedy,tv,9.0,120.0
Bodger and Badger,6.2,5,en,1989-09-13,15.0,,,Family,tv,9.0,120.0
Bodger and Badger,6.2,5,en,1989-09-13,15.0,,,Kids,tv,9.0,120.0
Forsthaus Falkenau,4.9,9,de,1989-04-11,50.0,,,Drama,tv,24.0,321.0
Forsthaus Falkenau,4.9,9,de,1989-04-11,50.0,,,Family,tv,24.0,321.0
The Justice of Life,8.0,4,cn,1989-11-13,44.0,,,Drama,tv,1.0,30.0
The Justice of Life,8.0,4,cn,1989-11-13,44.0,,,Comedy,tv,1.0,30.0
Mobile Suit Gundam 0080: War in the Pocket,7.9,34,ja,1989-03-25,27.0,,,Animation,tv,1.0,6.0
Mobile Suit Gundam 0080: War in the Pocket,7.9,34,ja,1989-03-25,27.0,,,Sci-Fi & Fantasy,tv,1.0,6.0
Mobile Suit Gundam 0080: War in the Pocket,7.9,34,ja,1989-03-25,27.0,,,War & Politics,tv,1.0,6.0
Mobile Suit Gundam 0080: War in the Pocket,7.9,34,ja,1989-03-25,27.0,,,Drama,tv,1.0,6.0
Children's Ward,3.5,2,en,1989-03-15,30.0,,,Drama,tv,12.0,143.0
Children's Ward,3.5,2,en,1989-03-15,30.0,,,Kids,tv,12.0,143.0
One Night Stand,8.0,9,en,1989-02-15,30.0,,,Comedy,tv,5.0,65.0
The Guyver: Bio-Booster Armor,8.1,9,ja,1989-09-25,25.0,,,Animation,tv,2.0,12.0
The Guyver: Bio-Booster Armor,8.1,9,ja,1989-09-25,25.0,,,Action & Adventure,tv,2.0,12.0
The Guyver: Bio-Booster Armor,8.1,9,ja,1989-09-25,25.0,,,Sci-Fi & Fantasy,tv,2.0,12.0
Under the Sun,0.0,0,en,1989-05-25,50.0,,,Documentary,tv,11.0,84.0
Rescue 911,7.6,19,en,1989-09-05,60.0,,,Drama,tv,7.0,185.0
Rescue 911,7.6,19,en,1989-09-05,60.0,,,Documentary,tv,7.0,185.0
B.L. Stryker,6.0,8,en,1989-02-13,120.0,,,Drama,tv,2.0,12.0
B.L. Stryker,6.0,8,en,1989-02-13,120.0,,,Mystery,tv,2.0,12.0
Un rostro en mi pasado,2.0,1,es,1989-10-16,30.0,,,Drama,tv,1.0,160.0
Un rostro en mi pasado,2.0,1,es,1989-10-16,30.0,,,Soap,tv,1.0,160.0
Peter Strohm,6.0,3,de,1989-01-04,50.0,,,Crime,tv,5.0,62.0
"Mancuso, F.B.I.",6.0,4,en,1989-10-13,60.0,,,Drama,tv,1.0,20.0
Open House,5.5,2,en,1989-08-27,30.0,,,Comedy,tv,1.0,24.0
Plymptoons: The Complete Early Works of Bill Plympton,0.0,0,en,1989-06-01,,,,Animation,tv,1.0,23.0
Plymptoons: The Complete Early Works of Bill Plympton,0.0,0,en,1989-06-01,,,,Comedy,tv,1.0,23.0
Plymptoons: The Complete Early Works of Bill Plympton,0.0,0,en,1989-06-01,,,,Drama,tv,1.0,23.0
Billboard Music Awards,8.0,4,en,1989-05-01,180.0,,,Reality,tv,11.0,25.0
Dash! Yonkuro,6.8,4,ja,1989-10-03,21.0,,,Animation,tv,1.0,25.0
Luz y Sombra,2.0,1,es,1989-04-17,45.0,,,Soap,tv,1.0,80.0
Luz y Sombra,2.0,1,es,1989-04-17,45.0,,,Drama,tv,1.0,80.0
Miracle Giants Dome-kun,7.0,1,ca,1989-04-02,24.0,,,Animation,tv,1.0,49.0
Miracle Giants Dome-kun,7.0,1,ca,1989-04-02,24.0,,,Drama,tv,1.0,49.0
Acropolis Now,5.0,1,en,1989-08-09,30.0,,,Comedy,tv,5.0,63.0
La extraña dama,2.0,1,es,1989-01-09,50.0,,,Drama,tv,1.0,120.0
G.P.,3.3,3,en,1989-03-07,50.0,,,Drama,tv,8.0,318.0
Teresa,2.0,1,es,1989-08-07,45.0,,,Drama,tv,1.0,110.0
Around the World in 80 Days,6.632,76,en,1989-04-16,89.0,,,Drama,tv,1.0,3.0
Around the World in 80 Days,6.632,76,en,1989-04-16,89.0,,,Action & Adventure,tv,1.0,3.0
Chinpui,9.0,1,ja,1989-11-02,25.0,,,Animation,tv,1.0,112.0
Chinpui,9.0,1,ja,1989-11-02,25.0,,,Comedy,tv,1.0,112.0
NHK Special,8.0,2,ja,1989-04-02,50.0,,,Documentary,tv,38.0,77.0
Saved by the Bell,7.824,663,en,1989-08-20,23.0,,,Family,tv,4.0,86.0
Saved by the Bell,7.824,663,en,1989-08-20,23.0,,,Comedy,tv,4.0,86.0
La revancha,10.0,1,es,1989-04-01,60.0,,,Soap,tv,1.0,247.0
La revancha,10.0,1,es,1989-04-01,60.0,,,Drama,tv,1.0,247.0
The Young Riders,7.286,21,en,1989-09-20,45.0,,,Western,tv,3.0,68.0
The Young Riders,7.286,21,en,1989-09-20,45.0,,,Drama,tv,3.0,68.0
Zwei Münchner in Hamburg,7.7,3,de,1989-10-03,45.0,,,Drama,tv,3.0,37.0
Top of the Hill,5.0,1,en,1989-09-21,60.0,,,Drama,tv,1.0,13.0
Top of the Hill,5.0,1,en,1989-09-21,60.0,,,War & Politics,tv,1.0,13.0
Ann Jillian,5.0,1,en,1989-11-30,30.0,,,Comedy,tv,1.0,13.0
MMC,9.0,5,en,1989-04-24,30.0,,,,tv,7.0,316.0
The Adventures of Peter Pan,8.8,9,ja,1989-01-15,30.0,,,Comedy,tv,1.0,41.0
The Adventures of Peter Pan,8.8,9,ja,1989-01-15,30.0,,,Sci-Fi & Fantasy,tv,1.0,41.0
The Adventures of Peter Pan,8.8,9,ja,1989-01-15,30.0,,,Animation,tv,1.0,41.0
The Adventures of Peter Pan,8.8,9,ja,1989-01-15,30.0,,,Action & Adventure,tv,1.0,41.0
Celebrity Talk Show,9.0,1,cn,1989-03-10,50.0,,,Talk,tv,4.0,45.0
True Blue,6.2,6,en,1989-12-03,45.0,,,Drama,tv,1.0,13.0
True Blue,6.2,6,en,1989-12-03,45.0,,,Crime,tv,1.0,13.0
Doctor Doctor,7.8,5,en,1989-06-12,30.0,,,Comedy,tv,3.0,40.0
"The Power, The Passion",0.0,0,en,1989-03-20,30.0,,,,tv,1.0,130.0
A Peaceable Kingdom,6.0,2,en,1989-09-20,60.0,,,Drama,tv,1.0,12.0
Das Nest,2.0,1,de,1989-01-10,25.0,,,Comedy,tv,1.0,52.0
Surgical Spirit,7.0,3,en,1989-04-14,30.0,,,Comedy,tv,7.0,50.0
Gosenzo-sama Banbanzai!,7.0,3,ja,1989-08-05,30.0,,,Animation,tv,1.0,6.0
Gosenzo-sama Banbanzai!,7.0,3,ja,1989-08-05,30.0,,,Comedy,tv,1.0,6.0
Gosenzo-sama Banbanzai!,7.0,3,ja,1989-08-05,30.0,,,Drama,tv,1.0,6.0
Gosenzo-sama Banbanzai!,7.0,3,ja,1989-08-05,30.0,,,Sci-Fi & Fantasy,tv,1.0,6.0
Screen One,7.0,4,en,1989-09-10,,,,Drama,tv,6.0,52.0
Snoops,5.0,2,en,1989-09-22,60.0,,,Comedy,tv,1.0,13.0
Snoops,5.0,2,en,1989-09-22,60.0,,,Crime,tv,1.0,13.0
Snoops,5.0,2,en,1989-09-22,60.0,,,Drama,tv,1.0,13.0
The Jungle Book: The Adventures of Mowgli,7.0,28,ja,1989-10-02,24.0,,,Action & Adventure,tv,1.0,52.0
The Jungle Book: The Adventures of Mowgli,7.0,28,ja,1989-10-02,24.0,,,Animation,tv,1.0,52.0
The Jungle Book: The Adventures of Mowgli,7.0,28,ja,1989-10-02,24.0,,,Kids,tv,1.0,52.0
Bangkok Hilton,6.827,49,en,1989-11-05,90.0,,,Drama,tv,1.0,3.0
Mobile Cop Jiban,7.9,215,ja,1989-01-29,24.0,,,Action & Adventure,tv,1.0,52.0
Mobile Cop Jiban,7.9,215,ja,1989-01-29,24.0,,,Sci-Fi & Fantasy,tv,1.0,52.0
E Street,6.0,5,en,1989-01-24,60.0,,,Soap,tv,5.0,404.0
E Street,6.0,5,en,1989-01-24,60.0,,,Drama,tv,5.0,404.0
The Final Combat,5.0,1,cn,1989-04-03,42.0,,,Comedy,tv,1.0,30.0
The Final Combat,5.0,1,cn,1989-04-03,42.0,,,Action & Adventure,tv,1.0,30.0
Law & Order,7.4,618,en,1990-09-13,42.0,,,Crime,tv,24.0,523.0
Law & Order,7.4,618,en,1990-09-13,42.0,,,Drama,tv,24.0,523.0
"Goede Tijden, Slechte Tijden",5.083,18,nl,1990-10-01,30.0,,,Soap,tv,44.0,7020.0
Have I Got News for You,7.1,71,en,1990-09-28,30.0,,,Comedy,tv,69.0,626.0
Have I Got News for You,7.1,71,en,1990-09-28,30.0,,,News,tv,69.0,626.0
Mapping the World,8.6,9,fr,1990-12-12,12.0,,,Documentary,tv,36.0,1164.0
Captain Planet and the Planeteers,6.8,219,en,1990-09-15,25.0,,,Animation,tv,6.0,113.0
Captain Planet and the Planeteers,6.8,219,en,1990-09-15,25.0,,,Action & Adventure,tv,6.0,113.0
Captain Planet and the Planeteers,6.8,219,en,1990-09-15,25.0,,,Sci-Fi & Fantasy,tv,6.0,113.0
Captain Planet and the Planeteers,6.8,219,en,1990-09-15,25.0,,,Kids,tv,6.0,113.0
Making It Through,6.0,1,ja,1990-10-11,,,,Drama,tv,10.0,496.0
Chibi Maruko-chan,7.75,20,ja,1990-01-07,25.0,,,Animation,tv,2.0,1627.0
Chibi Maruko-chan,7.75,20,ja,1990-01-07,25.0,,,Comedy,tv,2.0,1627.0
Twin Peaks,8.3,2257,en,1990-04-08,,,,Drama,tv,3.0,48.0
Twin Peaks,8.3,2257,en,1990-04-08,,,,Mystery,tv,3.0,48.0
"Beverly Hills, 90210",7.363,760,en,1990-10-04,,,,Drama,tv,10.0,284.0
"Beverly Hills, 90210",7.363,760,en,1990-10-04,,,,Soap,tv,10.0,284.0
Samson & Gert,7.3,6,nl,1990-09-02,,,,Kids,tv,17.0,782.0
Tales of the Bizarre,7.8,6,ja,1990-04-19,,,,Sci-Fi & Fantasy,tv,4.0,217.0
Tales of the Bizarre,7.8,6,ja,1990-04-19,,,,Mystery,tv,4.0,217.0
Fort Boyard,7.4,26,fr,1990-07-07,130.0,,,Family,tv,36.0,385.0
Fort Boyard,7.4,26,fr,1990-07-07,130.0,,,Reality,tv,36.0,385.0
Fort Boyard,7.4,26,fr,1990-07-07,130.0,,,Action & Adventure,tv,36.0,385.0
Stern TV,6.5,4,de,1990-04-04,105.0,,,Talk,tv,35.0,705.0
Shades of L.A.,6.0,1,en,1990-10-10,60.0,,,Drama,tv,1.0,20.0
Drop the Dead Donkey,6.962,26,en,1990-08-09,24.0,,,Comedy,tv,6.0,65.0
Bobby's World,6.91,139,en,1990-09-08,30.0,,,Kids,tv,7.0,81.0
Bobby's World,6.91,139,en,1990-09-08,30.0,,,Animation,tv,7.0,81.0
Bobby's World,6.91,139,en,1990-09-08,30.0,,,Family,tv,7.0,81.0
Bobby's World,6.91,139,en,1990-09-08,30.0,,,Comedy,tv,7.0,81.0
Home Again with Bob Vila,0.0,0,en,1990-09-03,,,,Documentary,tv,15.0,354.0
The Fresh Prince of Bel-Air,7.923,2321,en,1990-09-10,23.0,,,Comedy,tv,6.0,148.0
The Fresh Prince of Bel-Air,7.923,2321,en,1990-09-10,23.0,,,Family,tv,6.0,148.0
Tom & Jerry Kids Show,6.333,114,en,1990-09-08,7.0,,,Kids,tv,4.0,195.0
Tom & Jerry Kids Show,6.333,114,en,1990-09-08,7.0,,,Animation,tv,4.0,195.0
Tom & Jerry Kids Show,6.333,114,en,1990-09-08,7.0,,,Comedy,tv,4.0,195.0
Amor de nadie,0.0,0,es,1990-09-10,60.0,,,Drama,tv,1.0,199.0
Amor de nadie,0.0,0,es,1990-09-10,60.0,,,Soap,tv,1.0,199.0
Fångarna på fortet,6.833,6,sv,1990-09-29,,,,,tv,24.0,245.0
Mai dire gol,8.1,7,it,1990-11-18,,,,Comedy,tv,11.0,459.0
The Upper Hand,7.0,4,en,1990-05-01,30.0,,,Comedy,tv,7.0,95.0
Romy Award,9.0,1,de,1990-01-01,,,,News,tv,1.0,30.0
Big Brother Jake,6.0,1,en,1990-09-02,30.0,,,Comedy,tv,4.0,88.0
Big Brother Jake,6.0,1,en,1990-09-02,30.0,,,Family,tv,4.0,88.0
F.C. De Kampioenen,7.2,16,nl,1990-10-06,33.0,,,Comedy,tv,21.0,273.0
F.C. De Kampioenen,7.2,16,nl,1990-10-06,33.0,,,Soap,tv,21.0,273.0
Jupiter Moon,5.2,4,en,1990-03-27,,,,Sci-Fi & Fantasy,tv,1.0,150.0
Jupiter Moon,5.2,4,en,1990-03-27,,,,Drama,tv,1.0,150.0
Keeping Up Appearances,7.6,151,en,1990-10-29,30.0,,,Comedy,tv,5.0,40.0
Peor es nada,2.0,1,es,1990-04-04,,,,Comedy,tv,6.0,197.0
In Living Color,7.6,120,en,1990-04-15,30.0,,,Comedy,tv,5.0,127.0
Blossom,6.129,105,en,1990-07-05,22.0,,,Drama,tv,5.0,114.0
Blossom,6.129,105,en,1990-07-05,22.0,,,Comedy,tv,5.0,114.0
Blossom,6.129,105,en,1990-07-05,22.0,,,Family,tv,5.0,114.0
Moomin,8.6,75,ja,1990-04-12,23.0,,,Animation,tv,2.0,104.0
Moomin,8.6,75,ja,1990-04-12,23.0,,,Family,tv,2.0,104.0
Moomin,8.6,75,ja,1990-04-12,23.0,,,Kids,tv,2.0,104.0
Moomin,8.6,75,ja,1990-04-12,23.0,,,Sci-Fi & Fantasy,tv,2.0,104.0
Moomin,8.6,75,ja,1990-04-12,23.0,,,Comedy,tv,2.0,104.0
One Foot in the Grave,7.561,82,en,1990-01-04,30.0,,,Comedy,tv,6.0,36.0
Northern Exposure,7.9,175,en,1990-07-12,,,,Comedy,tv,6.0,110.0
Northern Exposure,7.9,175,en,1990-07-12,,,,Drama,tv,6.0,110.0
Northern Exposure,7.9,175,en,1990-07-12,,,,Sci-Fi & Fantasy,tv,6.0,110.0
How 2,7.8,4,en,1990-10-26,15.0,,,Kids,tv,15.0,195.0
TaleSpin,7.338,188,en,1990-09-09,30.0,,,Family,tv,1.0,65.0
TaleSpin,7.338,188,en,1990-09-09,30.0,,,Animation,tv,1.0,65.0
TaleSpin,7.338,188,en,1990-09-09,30.0,,,Kids,tv,1.0,65.0
The New Adam-12,9.0,1,en,1990-09-24,30.0,,,,tv,2.0,52.0
Scientific American Frontiers,0.0,0,en,1990-10-01,60.0,,,Documentary,tv,15.0,96.0
Rab C. Nesbitt,7.0,28,en,1990-09-27,30.0,,,Comedy,tv,10.0,61.0
Parker Lewis Can't Lose,7.2,69,en,1990-09-02,30.0,,,Comedy,tv,3.0,73.0
Stars 90,6.2,2,fr,1990-09-03,,,,Reality,tv,5.0,77.0
8:15 from Manchester,5.0,1,en,1990-04-21,60.0,,,,tv,2.0,43.0
En carne propia,0.0,0,es,1990-12-03,22.0,,,Drama,tv,1.0,185.0
En carne propia,0.0,0,es,1990-12-03,22.0,,,Mystery,tv,1.0,185.0
Chikyuu Sentai Fiveman,8.0,5,ja,1990-03-02,20.0,,,Sci-Fi & Fantasy,tv,1.0,48.0
Chikyuu Sentai Fiveman,8.0,5,ja,1990-03-02,20.0,,,Action & Adventure,tv,1.0,48.0
The Crystal Maze,7.5,24,en,1990-02-15,60.0,,,Reality,tv,6.0,78.0
"You Rang, M'Lord?",7.4,18,en,1990-01-14,50.0,,,Comedy,tv,4.0,25.0
It,6.9,3105,en,1990-11-18,90.0,,,Mystery,tv,1.0,2.0
It,6.9,3105,en,1990-11-18,90.0,,,Drama,tv,1.0,2.0
"Les Nuls, l'émission",8.3,5,fr,1990-10-13,52.0,,,Comedy,tv,2.0,56.0
Get a Life,7.4,20,en,1990-09-23,30.0,,,Sci-Fi & Fantasy,tv,2.0,35.0
Get a Life,7.4,20,en,1990-09-23,30.0,,,Comedy,tv,2.0,35.0
Gatapishi,0.0,0,ja,1990-04-23,,,,Animation,tv,1.0,199.0
Gatapishi,0.0,0,ja,1990-04-23,,,,Comedy,tv,1.0,199.0
Faut pas rêver,8.0,2,fr,1990-02-23,110.0,,,Documentary,tv,33.0,319.0
Faut pas rêver,8.0,2,fr,1990-02-23,110.0,,,Comedy,tv,33.0,319.0
She-Wolf of London,6.8,8,en,1990-10-09,60.0,,,,tv,1.0,20.0
Caribe,0.0,0,es,1990-09-10,60.0,,,Drama,tv,1.0,176.0
Caribe,0.0,0,es,1990-09-10,60.0,,,Mystery,tv,1.0,176.0
Mr. Bean,7.956,1413,en,1990-01-01,25.0,,,Comedy,tv,1.0,14.0
Mr. Bean,7.956,1413,en,1990-01-01,25.0,,,Family,tv,1.0,14.0
Mr. Bean,7.956,1413,en,1990-01-01,25.0,,,Drama,tv,1.0,14.0
HOTEL,0.0,0,ja,1990-01-11,54.0,,,Drama,tv,5.0,85.0
The Trials of Rosie O'Neill,5.25,4,en,1990-09-17,60.0,,,Drama,tv,2.0,34.0
"Ines Duarte, Secretaria",6.0,1,es,1990-11-01,,,,Drama,tv,1.0,238.0
"Ines Duarte, Secretaria",6.0,1,es,1990-11-01,,,,Soap,tv,1.0,238.0
Carmen Querida,0.0,0,es,1990-02-12,,,,Drama,tv,1.0,167.0
Yonimo Kimyou na Monogatari Tokubetsuhen,9.5,2,ja,1990-10-04,,,,Mystery,tv,39.0,196.0
Yonimo Kimyou na Monogatari Tokubetsuhen,9.5,2,ja,1990-10-04,,,,Sci-Fi & Fantasy,tv,39.0,196.0
Magical Taluluto,5.8,5,ja,1990-09-02,25.0,,,Animation,tv,1.0,87.0
Magical Taluluto,5.8,5,ja,1990-09-02,25.0,,,Comedy,tv,1.0,87.0
Magical Taluluto,5.8,5,ja,1990-09-02,25.0,,,Sci-Fi & Fantasy,tv,1.0,87.0
Robin Hood's Big Adventure,7.6,11,ja,1990-07-29,25.0,,,Animation,tv,1.0,52.0
Robin Hood's Big Adventure,7.6,11,ja,1990-07-29,25.0,,,Kids,tv,1.0,52.0
Robin Hood's Big Adventure,7.6,11,ja,1990-07-29,25.0,,,Sci-Fi & Fantasy,tv,1.0,52.0
Peter Pan & the Pirates,8.0,5,en,1990-09-10,22.0,,,Animation,tv,1.0,65.0
Peter Pan & the Pirates,8.0,5,en,1990-09-10,22.0,,,Sci-Fi & Fantasy,tv,1.0,65.0
Tiny Toon Adventures,7.775,495,en,1990-09-14,30.0,,,Animation,tv,3.0,98.0
Tiny Toon Adventures,7.775,495,en,1990-09-14,30.0,,,Comedy,tv,3.0,98.0
Tiny Toon Adventures,7.775,495,en,1990-09-14,30.0,,,Family,tv,3.0,98.0
Tiny Toon Adventures,7.775,495,en,1990-09-14,30.0,,,Kids,tv,3.0,98.0
刑事貴族,0.0,0,ja,1990-04-13,,,,Drama,tv,3.0,103.0
Pssst ...,0.0,0,de,1990-02-19,,,,Reality,tv,4.0,91.0
Evening Shade,5.6,12,en,1990-09-21,30.0,,,Comedy,tv,4.0,100.0
Zorro,7.148,256,en,1990-01-05,60.0,,,Action & Adventure,tv,4.0,88.0
Zorro,7.148,256,en,1990-01-05,60.0,,,Drama,tv,4.0,88.0
