id,title,rating,votes,genre_ids,language,release_date,runtime,budget,revenue,popularity,overview,production_countries,production_companies,director,main_actors,source_category,type
10995,The Lover,7.0,706,"[18, 10749]",fr,1992-01-22,115,0,5013090,4.1889,"A poor French teenage girl engages in an illicit affair with a wealthy Chinese heir in 1920s Saigon. For the first time in her young life she has control, and she wields it deftly over her besotted lover throughout a series of clandestine meetings and torrid encounters.","['France', 'United Kingdom', 'Vietnam']","['Timothy Burrill Productions', 'Renn Productions', 'Grai Phang Film Studio']",Jean-Jacques Annaud,"['Jane March', 'Tony Leung Ka-Fai', 'Frédérique Meininger', 'Arnaud Giovaninetti', 'Melvil Poupaud']",popularity.desc_1992,movie
9349,Universal Soldier,6.3,1762,"[53, 28, 878, 80]",en,1992-07-10,103,23000000,94999898,4.1181,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to ",['United States of America'],"['TriStar Pictures', 'Centropolis Entertainment', 'IndieProd Company Productions']",Roland Emmerich,"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Ally Walker', ""Ed O'Ross"", 'Ralf Moeller']",genre_878_1992,movie
10618,Once Upon a Time in China II,7.147,258,"[28, 35]",cn,1992-04-16,113,0,30399676,4.0827,"Wong Fei-Hung faces the White Lotus Society, a fanatical cult seeking to drive the Europeans out of China through violence, even attacking Chinese who follow Western ways. Wong must also defend Dr. Sun Yat Sen, a revolutionary, from the military.",['Hong Kong'],"['Orange Sky Golden Harvest', 'Film Workshop', 'Paragon Films']",Tsui Hark,"['Jet Li', 'Rosamund Kwan', 'Max Mok', 'Donnie Yen', 'David Chiang Da-Wei']",popularity.desc_1992,movie
11287,A League of Their Own,7.209,1440,"[35, 18]",en,1992-07-01,128,40000000,132440069,3.9617,"As America's stock of athletic young men is depleted during World War II, a professional all-female baseball league springs up in the Midwest, funded by publicity-hungry candy maker Walter Harvey. Competitive sisters Dottie Hinson and Kit Keller spar with each other, scout Ernie Capadino and grumpy ",['United States of America'],"['Columbia Pictures', 'Parkway Productions']",Penny Marshall,"['Tom Hanks', 'Geena Davis', 'Lori Petty', 'Madonna', ""Rosie O'Donnell""]",vote_count.desc_1992,movie
10437,The Muppet Christmas Carol,7.416,1052,"[10402, 35, 10751, 14, 18]",en,1992-12-11,86,12000000,27300000,3.9534,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.","['United Kingdom', 'United States of America']","['Walt Disney Pictures', 'Jim Henson Productions', 'The Jim Henson Company']",Brian Henson,"['Michael Caine', 'Dave Goelz', 'Steve Whitmire', 'Jerry Nelson', 'Frank Oz']",genre_10402_1992,movie
11012,Damage,6.602,623,"[18, 10749]",en,1992-12-02,111,11000000,31000000,3.9473,The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.,"['France', 'United Kingdom']","['Skreba Films', 'Film4 Productions', 'Le Studio Canal+']",Louis Malle,"['Jeremy Irons', 'Juliette Binoche', 'Miranda Richardson', 'Rupert Graves', 'Peter Stormare']",popularity.desc_1992,movie
8872,Wayne's World,6.703,2308,"[35, 10402]",en,1992-02-14,95,20000000,183097323,3.8858,"The adventures of two amiably aimless metal-head friends, Wayne and Garth. From Wayne's basement, the pair broadcast a talk-show called ""Wayne's World"" on local public access television. The show comes to the attention of a sleazy network executive who wants to produce a big-budget version of ""Wayne",['United States of America'],['Paramount Pictures'],Penelope Spheeris,"['Mike Myers', 'Dana Carvey', 'Rob Lowe', 'Tia Carrere', 'Lara Flynn Boyle']",genre_10402_1992,movie
10906,Pet Sematary II,5.451,558,[27],en,1992-08-28,100,8000000,17092453,3.8506,"The ""sematary"" is up to its old zombie-raising tricks again. This time, the protagonists are Jeff Matthews, whose mother died in a Hollywood stage accident, and Drew Gilbert, a boy coping with an abusive stepfather.",['United States of America'],"['Paramount Pictures', 'Columbus Circle Films']",Mary Lambert,"['Edward Furlong', 'Anthony Edwards', 'Clancy Brown', 'Jared Rushton', 'Sarah Trigger']",popularity.desc_1992,movie
20227,Michael Jackson: Live in Bucharest - The Dangerous Tour,8.6,124,[10402],en,1992-10-02,122,0,0,0.8627,"Michael Jackson's ""Dangerous Tour"" still sets the bar high for every touring artist today. Outdoing himself with the ""Bad Tour"", which was already considered the ultimate, the gigantic stage setting consisting of 20 trucks and a lavish arsenal of personnel took almost three days to set up - that alo","['United States of America', 'Romania']","['Optimum Productions', 'Epic Records', 'Sony BMG Music Entertainment']",Andrew Morahan,"['Michael Jackson', 'Siedah Garrett', 'David Williams', 'Jennifer Batten', 'Don Boyette']",vote_average.desc_1992,movie
260669,In the Name of God,8.6,12,[99],hi,1992-09-18,75,0,0,0.1722,"The film explores the campaign waged by the Hindu right-wing organisation Vishva Hindu Parishad to build a Ram temple at the site of the Babri Masjid in Ayodhya, as well as the communal violence that it triggered. A couple of months after Ram ke Naam was released, VHP activists demolished the Babri ",['India'],[],Anand Patwardhan,[],vote_average.desc_1992,movie
313563,El Quijote de Miguel de Cervantes,8.5,15,"[35, 18]",es,1992-01-29,310,0,0,0.2342,Miniseries version of the first half of Cervantes' famous novel.,['Spain'],['TVE'],Manuel Gutiérrez Aragón,"['Fernando Rey', 'Alfredo Landa', 'Francisco Merino', 'Manuel Alexandre', 'Emma Penella']",vote_average.desc_1992,movie
103846,Pearl Jam: MTV Unplugged,8.36,24,"[10402, 99]",en,1992-05-13,36,0,0,0.3043,"A performance by Pearl Jam on MTV’s Unplugged. The band plays acoustic versions of songs from their debut album Ten, including 'Black' and 'Alive', plus 'State Of Love And Trust', which was not included on the original album.",['United States of America'],"['MTV', 'MTV Networks']",Joel Gallen,"['Eddie Vedder', 'Stone Gossard', 'Mike McCready', 'Jeff Ament', 'Dave Abbruzzese']",vote_average.desc_1992,movie
258404,Diagnosis Murder: Diagnosis of Murder,8.3,10,"[80, 18, 9648, 10770]",en,1992-01-05,120,0,0,0.3413,"Convinced that his long-time patient Nick Osborn didn't murder his boss, Mark Sloan starts investigating the case himself, supported by a junior doctor and a young female pathologist.",['United States of America'],[],Christopher Hibler,"['Dick Van Dyke', 'Barry Van Dyke', 'Cynthia Gibb', 'Stephen Caffrey', 'Bill Bixby']",vote_average.desc_1992,movie
34490,The Freddie Mercury Tribute Concert,8.3,42,"[10402, 99]",en,1992-04-22,270,0,0,0.7898,"A live concert in tribute to Freddie Mercury, former lead singer of Queen. Mercury died of AIDS and so some of the proceeds of this concert went to AIDS research. Features performers such as Metallica, Def Leppard, Elton John, Axl Rose, Extreme, George Michael, and many others. Performers alternate ",['United Kingdom'],['Eagle Vision'],David Mallet,"['Brian May', 'Roger Taylor', 'John Deacon', 'Freddie Mercury', 'David Bowie']",genre_99_1992,movie
14002,Baraka,8.235,629,[99],en,1992-09-15,97,4000000,0,1.6927,A paralysingly beautiful documentary with a global vision—an odyssey through landscape and time—that attempts to capture the essence of life.,['United States of America'],['Magidson Films'],Ron Fricke,['Patrick Disanto'],genre_99_1992,movie
18458,Rowan Atkinson Live,8.0,43,[35],en,1992-03-01,65,0,0,0.4925,"Rowan Atkinson and Angus Deayton in Boston doing a live performance of the same styles of humor we've seen in Mr. Bean and Blackadder. Included are lessons on Shakespearean acting, a school headmaster meeting with the father of a boy he's beaten to death, and tips for having a successful date.",['United Kingdom'],['Dutch Filmworks'],Thomas Schlamme,"['Rowan Atkinson', 'Angus Deayton']",vote_average.desc_1992,movie
350823,Tatar Ramazan Sürgünde,8.0,15,[18],tr,1992-07-22,0,0,0,0.1913,,[],[],Melih Gülgen,"['Kadir İnanır', 'Esin Moralıoğlu', 'Hayati Hamzaoğlu', 'Turgut Bağır', 'Yıldırım Gencer']",vote_average.desc_1992,movie
37021,Ranma 1/2 the Movie 2: Nihao My Concubine,8.0,142,"[28, 35, 16, 12]",ja,1992-08-02,63,0,0,1.9052,"With the Tendos, the Saotomes, Ryoga, Shampoo and Ukyo misinterpreting Tatewake Kuno's invitation to his two loves, Akane and 'The Pig Tailed Girl', to try his new yacht, a whole new episode of chaos begins in the already unstable lives of the Saotome/Tendo clan. A mysterious shadow kidnaps first Ak",['Japan'],['Studio Deen'],Iku Suzuki,"['Kappei Yamaguchi', 'Megumi Hayashibara', 'Koichi Yamadera', 'Noriko Hidaka', 'Hirotaka Suzuoki']",vote_average.desc_1992,movie
25161,George Carlin: Jammin' in New York,7.909,77,[35],en,1992-04-25,59,0,0,0.3687,"When George Carlin is asked which HBO concert is his favorite, his answer is always, ""Jammin’ In New York."" The show, taped at the Paramount Theater in Madison Square Garden and winner of the 1992 CableACE Award, is a perfect blend of biting social commentary and more gently-observed observational p",['United States of America'],"['Cable Stuff Productions', 'HBO']",Rocco Urbisci,['George Carlin'],vote_average.desc_1992,movie
53200,Lessons of Darkness,7.83,138,"[10752, 99]",de,1992-02-21,54,0,0,0.5783,"Shortly after the Gulf War, oil fires were raging all through Kuwait. In the week before this sea of fire would be extinguished, Werner Herzog filmed this apocalyptic landscape with its murky skies, scorched earth and capricious flames.","['France', 'United Kingdom', 'Germany']","['Canal+', 'Première', 'Werner Herzog Filmproduktion']",Werner Herzog,['Werner Herzog'],vote_average.desc_1992,movie
202516,Secret Love in Peach Blossom Land,7.8,17,"[18, 35]",zh,1992-02-14,107,0,0,1.055,"Two drama companies happened to share one auditorium for rehearsal. Friction was inevitable. One of them played 'Peach Blossom', a comedy in medieval costume. Another played 'Secret Love', a sad story with contemporary setting. Though unreconciled in all aspects, they find themselves telling the sam",['Taiwan'],[],Stan Lai,"['Brigitte Lin Ching-Hsia', 'Wei-hui Li', 'Ku Pao-Ming', 'Lee Lichun', 'Ismene Ting']",vote_average.desc_1992,movie
185476,Videograms of a Revolution,7.8,16,[99],de,1992-08-08,106,0,0,0.4453,"Videograms of a Revolution is a 1992 documentary film compiled by Harun Farocki and Andrei Ujică from over 125 hours of amateur footage, news footage, and excerpts from the Bucharest TV studio overtaken by demonstrators as part of the December 1989 Romanian counter-revolution.","['Germany', 'Romania']","['Bremer Institut Film & Fernsehen', 'Harun Farocki Filmproduktion']",Harun Farocki,"['Ion Caramitru', 'Elena Ceaușescu', 'Nicolae Ceaușescu', 'Mircea Dinescu', 'Thomas Schultz']",vote_average.desc_1992,movie
791574,Elizabeth R: A Year in the Life of The Queen,7.8,10,[99],en,1992-02-06,107,0,0,0.1621,"Join the BBC cameras as they go behind the glitter of Buckingham Palace and the pomp of Windsor Castle for a close-up look at the minutia of the monarchy. Culled from a year of unprecedented access to Queen Elizabeth II, the documentary trails the queen as she interacts one-on-one with her family, h",[],['BBC'],Edward Mirzoeff,"['Elizabeth II of the United Kingdom', 'Ian Holm']",vote_average.desc_1992,movie
29750,Metallica: A Year And A Half In The Life Of Metallica,7.731,13,"[99, 10402]",en,1992-08-12,236,0,0,0.7281,"A Year And A Half In The Life Of Metallica is a two-part documentary about the process of making the Metallica album (or ""The Black Album""), and the following tour. It was produced by Juliana Roberts and directed by Adam Dubin. The second part runs approximately two-and-a-half hours and follows Meta",[],['Propaganda Films'],Adam Dubin,"['James Hetfield', 'Kirk Hammett', 'Lars Ulrich', 'Jason Newsted', 'Bob Rock']",vote_average.desc_1992,movie
341087,Narcos,7.7,14,[18],it,1992-05-21,105,0,0,0.4048,Three drug traffickers become worried when the realize they may have outlived their usefulness to their boss.,"['Italy', 'Spain']",[],Giuseppe Ferrara,"['Juan José Pinero', 'José Maldonado', 'Cristobal Cornes', 'Adriana Sforza', 'Aldo Sambrell']",vote_average.desc_1992,movie
63729,Terrorism and Kebab,7.703,32,"[28, 35, 80, 18]",ar,1992-06-11,115,0,0,1.0854,Ahmed heads to Tahrir compound to extract papers to move his son to another school. There he clashes with the administrative obstacles. He suddenly finds himself involved in carrying a weapon and taking hostages at the government building and becomes a terrorist in the process.,['Egypt'],[],Sherif Arafa,"['Adel Emam', 'Kamal Al-Shenawy', 'Yousra', 'Ahmad Rateb', 'Ashraf Abdel Baky']",vote_average.desc_1992,movie
83761,"Life, and Nothing More…",7.649,148,[18],fa,1992-10-21,95,0,0,1.6509,"After the earthquake of Guilan, a film director and his son travel to the devastated area to search for the actors from the movie the director made there a few years previously. In their search, they see how people who have lost everything in the earthquake still have hope and try to live life to th",['Iran'],['Kanoon'],Abbas Kiarostami,"['Farhad Kheradmand', 'Buba Bayour', 'Hossein Rezai', 'Hocine Rifahi', 'Ferhendeh Feydi']",vote_average.desc_1992,movie
34505,Bill Hicks: Relentless,7.6,64,[35],en,1992-01-01,61,0,0,0.212,"Bill Hicks tells us how he feels about non-smokers, blow-jobs, religion, war and peace, and drugs and music.",['United Kingdom'],['Tiger Aspect'],Chris Bould,['Bill Hicks'],vote_average.desc_1992,movie
205464,Dust of Angels,7.6,15,"[28, 80, 18]",zh,1992-07-03,110,0,0,1.2641,"A-Guo and A-Dou are two teenagers living in an industrial town in Taiwan, who fight, loaf, and cause trouble all day and hang out with Jie, a young gangster. When Jie's gangland patron is gunned down, the trio set out to revenge the killing. As a result, the two teens are forced into hiding.",['Taiwan'],['City Films'],Hsu Hsiao-Ming,"['Yen Cheng-kuo', 'Tan Chih-Kang', 'Jack Kao', 'Vicky Wei', 'Chang Shih']",vote_average.desc_1992,movie
47714,The Stolen Children,7.618,89,[18],it,1992-04-10,114,0,0,0.7609,"Antonio, a policeman (carabiniere), has an order to take two children (Rosetta and her brother Luciano) from Milan to Sicily to an orphanage. Their mother has been arrested for forcing Rosetta (11 years old) to work as a prostitute. First the relation between Antonio and the children is tough, but i","['Italy', 'France', 'Switzerland']","['Erre Produzioni', 'Alia Film', 'RAI']",Gianni Amelio,"['Enrico Lo Verso', 'Valentina Scalici', 'Giuseppe Ieracitano', 'Marina Golovine', 'Florence Darel']",vote_average.desc_1992,movie
210737,Yoddha,7.6,34,"[12, 35, 14, 28]",ml,1992-09-03,149,0,0,0.7456,"Fate brings a young man from rural Kerala to be the protector of a young Lama in Nepal, who is being chased by a dangerous cult.",['India'],['Saga Films'],Sangeeth Sivan,"['Mohanlal', 'Siddharth Lama', 'Madhoo', 'Jagathy Sreekumar', 'Puneet Issar']",vote_average.desc_1992,movie
16219,Gladiator,7.601,372,"[28, 18]",en,1992-03-06,101,0,900000,3.0109,"Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight he is noticed and quickly falls into the world of illegal underground boxing - where punches can kill.",['United States of America'],"['Price Entertainment', 'Columbia Pictures']",Rowdy Herrington,"['James Marshall', 'T.E. Russell', 'Cuba Gooding Jr.', 'Robert Loggia', 'Brian Dennehy']",vote_average.desc_1992,movie
117495,Life According To Agfa,7.6,10,[18],he,1992-07-09,100,0,0,0.4444,"The film takes place in Tel Aviv, much of it in a fictitious local pub called Barbie, a satirical nickname for a famous Israeli mental health institution. The pub's name hints at the characters and the events which occur in the pub and which befall its owner (Daliah), the employees and customers. Th",['Israel'],"['Moviez Entertainment', 'Mecklberg Media Group']",Assi Dayan,"['Gila Almagor', 'Smadar Kilchinsky', 'Sharon Alexander', 'Irit Frank', 'Akram Tillawi']",vote_average.desc_1992,movie
36947,Manufacturing Consent: Noam Chomsky and the Media,7.59,89,[99],en,1992-11-06,167,0,0,0.6668,A film about the noted American linguist/political dissident and his warning about corporate media's role in modern propaganda.,"['Australia', 'Finland', 'Norway', 'Canada']","['ONF | NFB', 'Necessary Illusions Productions Inc.']",Mark Achbar,"['Noam Chomsky', 'Mark Achbar', 'Edward S. Herman', 'William F. Buckley Jr.', 'Peter Jennings']",vote_average.desc_1992,movie
33604,We Are Not Angels,7.6,54,"[35, 10749]",sr,1992-05-30,98,0,0,0.3485,Angel and the devil fight for the soul of a Belgrade playboy who made a young girl pregnant.,['Yugoslavia'],['Avala Film'],Srđan Dragojević,"['Nikola Kojo', 'Milena Pavlović Čučilović', 'Branka Katić', ""Srđan 'Žika' Todorović"", 'Uroš Đurić']",vote_average.desc_1992,movie
26601,Fires of Kuwait,7.5,13,[99],en,1992-06-09,36,0,0,0.1376,"After Saddam Hussein had the Kuwait Oil wells lit up, teams from all over the world fought those fires for months. They had to save the oil resources, as well as reduce air pollution. The different teams developed different techniques of extinguishing the fires. Man's emergency creativity can be see",['Kuwait'],"['Black Sun Films', 'IMAX']",David Douglas,['Rip Torn'],vote_average.desc_1992,movie
26305,Nirvana: Live at Reading,7.517,29,"[10402, 99]",en,1992-08-30,97,0,0,0.187,"This was the band's second performance at the music festival and their first since the success of 'Nevermind' had elevated them to the position of what magazines called the ""biggest"" rock band in the world. It was also sadly their final concert in the United Kingdom.",['United Kingdom'],"['Geffen Records', 'Festival Republic']",Toru Uehara,"['Kurt Cobain', 'Krist Novoselic', 'Dave Grohl', 'Tony Hodgkinson']",vote_average.desc_1992,movie
11782,Hard Boiled,7.514,837,"[28, 53, 80]",cn,1992-04-16,126,4500000,0,3.7433,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,['Hong Kong'],"['Golden Princess Film Productions', 'Milestone Productions']",John Woo,"['Chow Yun-Fat', 'Tony Leung', 'Teresa Mo', 'Philip Chan', 'Phillip Kwok']",vote_average.desc_1992,movie
324595,Sex,7.5,17,[99],en,1992-11-15,60,0,0,0.8582,A silent film made for the release of Madonna's book 'Sex',['United States of America'],"['Baron & Baron Advertising', 'Maverick Films']",Fabien Baron,"['Madonna', 'Big Daddy Kane', 'Naomi Campbell', 'Udo Kier', 'Isabella Rossellini']",genre_99_1992,movie
41055,Slap-Jack,7.5,10,[35],hu,1992-02-21,80,0,0,0.1271,"The story happens in 1989 in the suburbs of Budapest, where the neighbor maintains an underground worker's guard training base, while the youngsters fall victim to a mistakenly posted letter.",['Hungary'],[],Péter Tímár,"['Pap Vera', 'Sándor Gáspár', 'Károly Eperjes', 'Enikő Eszenyi', 'Róbert Koltai']",vote_average.desc_1992,movie
9869,Patriot Games,6.686,1687,"[18, 28, 53, 80]",en,1992-06-04,117,45000000,178051587,2.8343,"When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",['United States of America'],"['Paramount Pictures', 'Mace Neufeld Productions']",Phillip Noyce,"['Harrison Ford', 'Anne Archer', 'Thora Birch', 'Sean Bean', 'Patrick Bergin']",vote_count.desc_1992,movie
11806,Beethoven,5.823,2129,"[10751, 35]",en,1992-04-03,87,0,147214049,3.2293,"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible s",['United States of America'],"['Northern Lights Entertainment', 'Universal Pictures']",Brian Levant,"['Charles Grodin', 'Chris', 'Bonnie Hunt', 'Nicholle Tom', 'Christopher Castile']",vote_count.desc_1992,movie
11066,Boomerang,5.652,585,"[35, 10749]",en,1992-06-30,117,40000000,131052444,2.0646,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",['United States of America'],"['Paramount Pictures', 'Eddie Murphy Productions', 'Imagine Entertainment']",Reginald Hudlin,"['Eddie Murphy', 'Robin Givens', 'Halle Berry', 'David Alan Grier', 'Grace Jones']",revenue.desc_1992,movie
10326,Forever Young,6.486,914,"[12, 14, 18, 878, 10749]",en,1992-12-16,102,20000000,128000000,2.5263,A 1939 test pilot asks his best friend to use him as a guinea pig for a cryogenics experiment. Daniel McCormick wants to be frozen for a year so that he doesn't have to watch his love lying in a coma. The next thing Daniel knows is that he's been awoken in 1992.,['United States of America'],"['Icon Entertainment International', 'Warner Bros. Pictures', 'Icon Productions']",Steve Miner,"['Mel Gibson', 'Jamie Lee Curtis', 'Elijah Wood', 'Isabel Glasser', 'George Wendt']",revenue.desc_1992,movie
10407,Housesitter,6.131,447,"[35, 10749]",en,1992-06-12,102,26000000,94900635,1.4137,"After building his dream house, architect Newton Davis proposes marriage to his girlfriend, only to be summarily rejected. He seeks solace in a one-night stand with a waitress, never imagining that a woman he slept with once would end up posing as his wife. Gwen's ruse is so effective that by the ti",['United States of America'],"['Universal Pictures', 'Imagine Entertainment']",Frank Oz,"['Steve Martin', 'Goldie Hawn', 'Dana Delany', 'Julie Harris', 'Donald Moffat']",revenue.desc_1992,movie
10158,White Men Can't Jump,6.636,1405,"[35, 18]",en,1992-03-27,115,31000000,90753806,3.0171,"Two street basketball hustlers try to con each other, then team up for a bigger score.",['United States of America'],['20th Century Fox'],Ron Shelton,"['Woody Harrelson', 'Wesley Snipes', 'Rosie Perez', 'Tyra Ferrell', 'Cylk Cozart']",vote_count.desc_1992,movie
10411,The Distinguished Gentleman,6.053,311,[35],en,1992-12-04,112,50000000,83000000,1.1149,"A Florida con man uses the recent death of the long time Congressman from his district, who he just happens to share a last name with, to get elected to his version of paradise, the U.S. Congress, where the money flows from lobbyists.",['United States of America'],"['Hollywood Pictures', 'Touchwood Pacific Partners 1']",Jonathan Lynn,"['Eddie Murphy', 'Lane Smith', 'Sheryl Lee Ralph', 'Joe Don Baker', 'Victoria Rowell']",revenue.desc_1992,movie
9876,Stop! Or My Mom Will Shoot,5.302,1038,"[28, 35]",en,1992-02-21,87,0,70611210,2.3527,"A tough police sergeant's mother comes to visit him, and promptly starts trying to fix up his life, much to his embarrassment. For his birthday she buys him a machine gun out of the back of a van, and begins to further interfere with his job and love life, eventually helping him with a case he's on.",['United States of America'],"['Universal Pictures', 'Northern Lights Entertainment']",Roger Spottiswoode,"['Sylvester Stallone', 'Estelle Getty', 'JoBeth Williams', 'Roger Rees', 'Martin Ferrero']",vote_count.desc_1992,movie
11386,The Crying Game,6.834,779,"[80, 18, 53]",en,1992-09-02,112,3705538,62548947,1.7588,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. ","['United Kingdom', 'Japan']","['Palace Pictures', 'Nippon Film Development and Finance Inc.', 'Eurotrustees']",Neil Jordan,"['Stephen Rea', 'Miranda Richardson', 'Jaye Davidson', 'Forest Whitaker', 'Adrian Dunbar']",revenue.desc_1992,movie
11158,"Honey, I Blew Up the Kid",5.268,1195,"[12, 35, 10751, 878]",en,1992-07-16,89,40000000,58662452,2.7379,"Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam co",['United States of America'],"['Walt Disney Pictures', 'Touchwood Pacific Partners 1']",Randal Kleiser,"['Rick Moranis', 'Marcia Strassman', 'Robert Oliveri', 'Daniel Shalikar', 'Joshua Shalikar']",vote_count.desc_1992,movie
17494,Unlawful Entry,6.2,313,"[53, 9648]",en,1992-06-26,112,23000000,57138719,2.1036,"Happily married Michael and Karen Carr call the police after Karen is held at knife point during a failed robbery attempt in their home. Before long, one of the responding officers, Officer Pete Davis, helps arrange the installation of a new security system, taking extra interest in the couple's cas","['Japan', 'United States of America']","['Largo Entertainment', 'JVC', '20th Century Fox']",Jonathan Kaplan,"['Kurt Russell', 'Ray Liotta', 'Madeleine Stowe', 'Roger E. Mosley', 'Ken Lerner']",revenue.desc_1992,movie
10414,The Mighty Ducks,6.547,914,"[35, 10751, 18, 28]",en,1992-10-02,101,10000000,50752337,1.8809,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant G",['United States of America'],"['Avnet/Kerner Productions', 'Touchwood Pacific Partners 1', 'Walt Disney Pictures']",Stephen Herek,"['Emilio Estevez', 'Joss Ackland', 'Lane Smith', 'Heidi Kling', 'Josef Sommer']",revenue.desc_1992,movie
9605,Single White Female,6.307,639,"[53, 27]",en,1992-08-14,107,16000000,48017402,2.2913,"Attractive Manhattanite Allison Jones has it all: a handsome beau, a rent-controlled apartment, and a promising career as a fashion designer. When boyfriend Sam proves unfaithful, Allison strikes out on her own but must use the classifieds to seek out a roommate in order to keep her spacious digs.",['United States of America'],['Columbia Pictures'],Barbet Schroeder,"['Bridget Fonda', 'Jennifer Jason Leigh', 'Steven Weber', 'Peter Friedman', 'Stephen Tobolowsky']",revenue.desc_1992,movie
18764,Twin Dragons,6.753,398,"[28, 35, 80]",cn,1992-01-15,103,0,46861333,3.2157,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",['Hong Kong'],"['Hong Kong Film Directors Guild', 'Golden Way Films Ltd.', 'Paragon Films']",Ringo Lam Ling-Tung,"['Jackie Chan', 'Maggie Cheung Man-Yuk', 'Nina Li Chi', 'Teddy Robin', 'James Wong Jim']",revenue.desc_1992,movie
9096,Medicine Man,6.0,391,"[12, 18, 10749]",en,1992-02-07,106,40000000,45500797,1.49,"An eccentric scientist in the Amazon jungle rejects his research assistant for being a woman, but as bulldozers threaten their work on a potential cancer cure, they learn to collaborate and begin to fall in love.",['United States of America'],"['Cinergi Pictures', 'Hollywood Pictures']",John McTiernan,"['Sean Connery', 'Lorraine Bracco', 'José Wilker', 'Rodolfo De Alexandre', 'Francisco Tsiren Tsere Rereme']",revenue.desc_1992,movie
10538,Passenger 57,5.982,1036,"[28, 12, 53]",en,1992-11-06,84,15000000,44065653,3.3753,"Airline security specialist John Cutter, finally returning to the job after his wife's death, finds himself stuck on a flight being hijacked by notorious terrorist Charles Rane. Unfortunately for the terrorists, they're also stuck with him.",['United States of America'],['Warner Bros. Pictures'],Kevin Hooks,"['Wesley Snipes', 'Bruce Payne', 'Tom Sizemore', 'Alex Datcher', 'Bruce Greenwood']",vote_count.desc_1992,movie
763,Braindead,7.386,1719,"[27, 35]",en,1992-08-13,103,3000000,242623,3.677,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",['New Zealand'],"['WingNut Films', 'New Zealand Film Commission', 'Avalon/NFU Studios']",Peter Jackson,"['Timothy Balme', 'Diana Peñalver', 'Elizabeth Moody', 'Ian Watkin', 'Brenda Kendall']",vote_count.desc_1992,movie
9529,Candyman,6.622,1668,"[18, 27, 53]",en,1992-10-16,100,6000000,25792310,3.3213,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",['United States of America'],"['Propaganda Films', 'PolyGram Filmed Entertainment', 'Candyman Films']",Bernard Rose,"['Virginia Madsen', 'Tony Todd', 'Xander Berkeley', 'Kasi Lemmons', 'Vanessa Williams']",vote_count.desc_1992,movie
9504,Glengarry Glen Ross,7.343,1460,"[80, 18, 9648]",en,1992-09-10,100,12500000,10725228,2.817,"When an office full of real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. Shelley Levene, who has a sick daughter, does everything in his power to get better leads from his boss, John Williamson, but to no avail. Wh",['United States of America'],"['Zupnik Cinema Group II', 'New Line Cinema', 'GGR']",James Foley,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin', 'Ed Harris']",vote_count.desc_1992,movie
