id,title,rating,votes,genre_ids,language,release_date,runtime,budget,revenue,popularity,overview,production_countries,production_companies,director,main_actors,source_category,type
109414,This Is the End,6.229,6502,"[28, 35]",en,2013-06-12,106,32000000,126041322,5.2042,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",['United States of America'],"['Columbia Pictures', 'Mandate Pictures', 'Point Grey Pictures']",Seth Rogen,"['James Franco', 'Jonah Hill', 'Seth Rogen', 'Jay Baruchel', 'Danny McBride']",vote_count.desc_2013,movie
159029,The Moo Man,6.9,9,[99],en,2013-02-14,98,0,0,2.7561,Modern British dairy farms must get bigger and bigger or go under but Farmer Stephen Hook decides to buck the trend. Instead he chooses to have a great relationship with his small herd of cows and ignore the big supermarkets and dairies. The result is a laugh-out-loud emotional roller-coaster of a f,['United Kingdom'],"['Trufflepig Films', 'Bachelier Filmproduktion']",Andy Heathcote,['Stephen Hook'],genre_99_2013,movie
50275,TPB AFK: The Pirate Bay - Away from Keyboard,7.178,334,"[99, 80]",sv,2013-02-08,82,0,34664,2.1413,"TPB AFK is a documentary about three computer addicts who redefined the world of media distribution with their hobby homepage The Pirate Bay. How did Tiamo, a beer crazy hardware fanatic, Brokep a tree hugging eco activist and Anakata – a paranoid hacker libertarian – get the White House to threaten","['Denmark', 'Sweden']","['Piraya Film', 'DR', 'BBC']",Simon Klose,"['Gottfrid Svartholm', 'Fredrik Neij', 'Peter Sunde', 'Rasmus Fleischer', 'Håkan Roswall']",genre_99_2013,movie
149870,The Wind Rises,7.786,3137,"[18, 16, 10749, 10752, 36]",ja,2013-07-20,126,30000000,117932401,4.8485,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",['Japan'],"['Studio Ghibli', 'Nippon Television Network Corporation', 'dentsu']",Hayao Miyazaki,"['Hideaki Anno', 'Hidetoshi Nishijima', 'Miori Takimoto', 'Masahiko Nishimura', 'Stephen Alpert']",genre_10752_2013,movie
86829,Inside Llewyn Davis,7.191,2757,"[18, 10402]",en,2013-10-18,104,11000000,32935319,2.5096,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future.","['France', 'United Kingdom']","['StudioCanal', 'Anton Capital Entertainment']",Joel Coen,"['Oscar Isaac', 'Carey Mulligan', 'Justin Timberlake', 'Ethan Phillips', 'Robin Bartlett']",genre_10402_2013,movie
177888,Teen Beach Movie,6.9,926,"[10751, 10402, 10770, 35]",en,2013-08-07,95,8000000,0,2.4078,"Life's a beach for surfers Brady and McKenzie – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack acci",['United States of America'],['Rainforest Productions'],Jeffrey Hornaday,"['Ross Lynch', 'Maia Mitchell', 'Gracie Gillam', 'Garrett Clayton', 'John DeLuca']",genre_10770_2013,movie
111479,CBGB,6.399,183,"[18, 10402]",en,2013-10-11,101,5000000,40400,1.9396,A look at New York's dynamic punk rock scene through the lens of the ground-breaking Lower East Side club started by eccentric Hilly Kristal in 1973 which launched thousands of bands.,['United States of America'],"['Rampart Films', 'Unclaimed Freight Productions']",Randall Miller,"['Alan Rickman', 'Rupert Grint', 'Malin Åkerman', 'Johnny Galecki', 'Stana Katic']",genre_10402_2013,movie
123553,The Mortal Instruments: City of Bones,6.443,4510,"[14, 28, 9648]",en,2013-08-21,130,60000000,95396573,5.4208,"In New York City, Clary Fray, a seemingly ordinary teenager, learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears, Clary joins forces with a group of Shadowhunters and enters Downworld, an alternate realm f","['Canada', 'Germany', 'United Kingdom', 'United States of America']","['Screen Gems', 'Unique Features', 'Mister Smith Entertainment']",Harald Zwart,"['Lily Collins', 'Jamie Campbell Bower', 'Robert Sheehan', 'Kevin Zegers', 'Jemima West']",genre_9648_2013,movie
199153,The Book of Esther,5.405,21,"[10770, 18, 14]",en,2013-05-31,90,0,0,2.3178,"When Ester becomes King Xerxes’ queen, her Cousin Mordecai and that despicable Haman engage in a dangerous game of intrigue for control of the young Persian King Xerxes.",['United States of America'],['Pure Flix Entertainment'],David A.R. White,"['Jen Lilley', 'Joel Smallbone', 'Jennifer Lyons', 'Robert Miano', 'Thaao Penghlis']",genre_10770_2013,movie
205321,Sharknado,3.9,1602,"[878, 28, 35, 27, 10770]",en,2013-07-11,86,1000000,0,2.1924,"A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia.",['United States of America'],"['Syfy', 'The Asylum', 'Southward Films']",Anthony C. Ferrante,"['Ian Ziering', 'Tara Reid', 'John Heard', 'Cassie Scerbo', 'Jaason Simmons']",genre_10770_2013,movie
193756,Lone Survivor,7.436,4458,"[10752, 28, 18]",en,2013-12-24,121,40000000,149295601,4.9857,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the fin",['United States of America'],"['EFO Films', 'Envision Entertainment', 'Film 44']",Peter Berg,"['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch', 'Ben Foster', 'Eric Bana']",genre_10752_2013,movie
238628,Tangerines,7.67,547,"[18, 10752]",et,2013-10-17,87,0,0,1.8271,"War in Abkhazia, 1992. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in.","['Estonia', 'Georgia']","['Allfilm', 'Georgianfilm']",Zaza Urushadze,"['Lembit Ulfsak', 'Giorgi Nakashidze', 'Elmo Nüganen', 'Misha Meskhi', 'Raivo Trass']",genre_10752_2013,movie
152748,Ain't Them Bodies Saints,6.096,439,"[80, 18, 10749, 37]",en,2013-07-03,96,4000000,1031243,1.6122,"Bob Muldoon and Ruth Guthrie, an impassioned young outlaw couple on an extended crime spree, are finally apprehended by lawmen after a shootout in the Texas hills. Although Ruth wounds a local officer, Bob takes the blame. But four years later, Bob escapes from prison and sets out to find Ruth and t",['United States of America'],"['Sailor Bear', 'Parts & Labor', 'Primary Productions']",David Lowery,"['Rooney Mara', 'Casey Affleck', 'Ben Foster', 'Keith Carradine', 'Kennadie Smith']",genre_37_2013,movie
141819,Unforgiven,7.0,74,"[28, 80, 18, 37]",ja,2013-09-13,135,0,0,1.1538,"An old swordsman, his former comrade and a young braggart are hired by prostitutes to track down bandits who mutilated one of the women.",['Japan'],"['Office Shirous', 'Nikkatsu Corporation', 'Warner Bros. Japan']",Lee Sang-il,"['Ken Watanabe', 'Koichi Sato', 'Akira Emoto', 'Yuya Yagira', 'Shioli Kutsuna']",genre_37_2013,movie
82702,How to Train Your Dragon 2,7.675,9880,"[14, 28, 12, 16, 35, 10751]",en,2014-06-05,102,145000000,621537519,73.6127,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider. Hiccup and Toothl",['United States of America'],['DreamWorks Animation'],Dean DeBlois,"['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler', 'Craig Ferguson', 'America Ferrera']",genre_14_2014,movie
157336,Interstellar,8.455,37312,"[12, 18, 878]",en,2014-11-05,169,165000000,746606706,47.0193,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"['United Kingdom', 'United States of America']","['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']",Christopher Nolan,"['Matthew McConaughey', 'Anne Hathaway', 'Michael Caine', 'Jessica Chastain', 'Casey Affleck']",genre_878_2014,movie
198663,The Maze Runner,7.19,17403,"[28, 9648, 878, 53]",en,2014-09-10,113,34000000,348319861,26.8736,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.","['United States of America', 'United Kingdom']","['Ingenious Media', 'The Gotham Group', 'Dayday Films']",Wes Ball,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Aml Ameen', 'Thomas Brodie-Sangster', 'Ki Hong Lee']",genre_53_2014,movie
228150,Fury,7.538,12338,"[10752, 18, 28]",en,2014-10-15,135,68000000,211817906,19.3674,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men f",['United States of America'],"['Columbia Pictures', 'QED International', 'LStar Capital']",David Ayer,"['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman', 'Michael Peña', 'Jon Bernthal']",genre_10752_2014,movie
244786,Whiplash,8.378,15714,"[18, 10402]",en,2014-10-10,107,3300000,50307484,17.2712,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",['United States of America'],"['Bold Films', 'Blumhouse Productions', 'Right of Way Films']",Damien Chazelle,"['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell']",genre_10402_2014,movie
177572,Big Hero 6,7.7,15936,"[12, 10751, 16, 28, 35]",en,2014-10-24,102,165000000,657870525,17.1348,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",['United States of America'],"['Walt Disney Pictures', 'Walt Disney Animation Studios']",Don Hall,"['Scott Adsit', 'Ryan Potter', 'Daniel Henney', 'T.J. Miller', 'Jamie Chung']",genre_10751_2014,movie
156022,The Equalizer,7.28,9367,"[53, 28, 80]",en,2014-09-24,132,55000000,192330738,16.6435,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve ven",['United States of America'],"['Lonetree Entertainment', 'Columbia Pictures', 'Village Roadshow Pictures']",Antoine Fuqua,"['Denzel Washington', 'Marton Csokas', 'Chloë Grace Moretz', 'David Harbour', 'Haley Bennett']",genre_53_2014,movie
122917,The Hobbit: The Battle of the Five Armies,7.325,14650,"[28, 12, 14]",en,2014-12-10,144,250000000,956019788,15.8744,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sau","['New Zealand', 'United States of America']","['New Line Cinema', 'Metro-Goldwyn-Mayer', 'WingNut Films']",Peter Jackson,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Orlando Bloom', 'Evangeline Lilly']",genre_14_2014,movie
102651,Maleficent,7.089,13314,"[14, 12, 28, 10751, 10749]",en,2014-05-28,97,180000000,758539785,15.5177,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to",['United States of America'],"['Walt Disney Pictures', 'Roth Films']",Robert Stromberg,"['Angelina Jolie', 'Elle Fanning', 'Imelda Staunton', 'Sharlto Copley', 'Lesley Manville']",genre_10749_2014,movie
245891,John Wick,7.447,19785,"[28, 53]",en,2014-10-22,101,20000000,88761661,15.2397,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,['United States of America'],"['87Eleven', 'DefyNite Films', 'MJW Films']",Chad Stahelski,"['Keanu Reeves', 'Michael Nyqvist', 'Alfie Allen', 'Willem Dafoe', 'Dean Winters']",genre_53_2014,movie
240832,Lucy,6.464,16379,"[28, 878]",en,2014-07-25,89,40000000,458863600,14.729,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",['France'],"['EuropaCorp', 'Canal+', 'Ciné+']",Luc Besson,"['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik', 'Amr Waked', 'Julian Rhind-Tutt']",genre_878_2014,movie
131631,The Hunger Games: Mockingjay - Part 1,6.8,16131,"[878, 12, 53]",en,2014-11-19,123,125000000,755356711,13.7084,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,['United States of America'],"['Lionsgate', 'Color Force']",Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks']",vote_count.desc_2014,movie
210577,Gone Girl,7.889,19070,"[9648, 53, 18]",en,2014-10-01,149,61000000,370890259,13.46,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",['United States of America'],"['20th Century Fox', 'Regency Enterprises']",David Fincher,"['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry', 'Carrie Coon']",genre_9648_2014,movie
102382,The Amazing Spider-Man 2,6.519,13595,"[28, 12, 878]",en,2014-04-16,141,200000000,708962323,12.6053,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a pr",['United States of America'],"['Columbia Pictures', 'Matt Tolmach Productions', 'Arad Productions']",Marc Webb,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Colm Feore']",vote_count.desc_2014,movie
250546,Annabelle,5.785,6237,[27],en,2014-10-02,99,6500000,257589952,12.372,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,['United States of America'],"['Atomic Monster', 'New Line Cinema', 'The Safran Company']",John R. Leonetti,"['Annabelle Wallis', 'Ward Horton', 'Tony Amendola', 'Alfre Woodard', 'Eric Ladin']",genre_27_2014,movie
127585,X-Men: Days of Future Past,7.528,15628,"[28, 12, 878]",en,2014-05-15,132,250000000,747862775,12.0954,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,['United States of America'],"['Bad Hat Harry Productions', ""The Donners' Company"", '20th Century Fox']",Bryan Singer,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender', 'Patrick Stewart', 'Ian McKellen']",vote_count.desc_2014,movie
91314,Transformers: Age of Extinction,5.941,8348,"[878, 28, 12]",en,2014-06-25,165,210000000,1104054072,12.0782,"As humanity picks up the pieces after the battle of Chicago, a shadowy group reveals itself in an attempt to control the direction of history…while an ancient, powerful new menace sets Earth in its crosshairs. With help from Cade Yeager, Optimus Prime and the Autobots rise to meet their most fearsom",['United States of America'],"['di Bonaventura Pictures', 'DeSanto/Murphy Productions', 'Ian Bryce Productions']",Michael Bay,"['Mark Wahlberg', 'Peter Cullen', 'Stanley Tucci', 'Kelsey Grammer', 'Nicola Peltz Beckham']",vote_count.desc_2014,movie
